,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
7401,s7402,Movie,Velvet Buzzsaw,Dan Gilroy,"['jake gyllenhaal', 'rene russo', 'zawe ashton']",['united states'],"February 1, 2019",2019,3,113 min,"Dramas, Thrillers","A feared critic, an icy gallery owner and an ambitious assistant snap up a recently deceased artist's stash of paintings – with dire consequences."
7402,s7403,TV Show,Velvet Colección,,"['marta hazas', 'asier etxeandía', 'adrián lastra']",['spain'],"February 14, 2019",2018,3,2 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","In the late '60s, fashion designer Ana enlists friends Clara, Pedro and Raúl to open a store and design school in Barcelona in this ""Velvet"" spinoff."
7403,s7404,Movie,Velvet Colección: Grand Finale,Gustavo Ron,"['marta hazas', 'asier etxeandia', 'adrián lastra']",[],"March 1, 2020",2020,3,82 min,"Dramas, International Movies, Romantic Movies","During Christmas 1969, the impending sale of Velvet reunites past and present staff in Madrid for fond remembrances, second chances and new beginnings."
7404,s7405,Movie,Verónica,"Carlos Algara, Alejandro Martinez-Beltran","['arcelia ramírez', 'olga segura', 'sofía garza']",['mexico'],"October 1, 2017",2017,3,81 min,"Dramas, Independent Movies, International Movies","A reclusive psychologist agrees to treat a patient – whose therapist is missing – at her remote cabin, where the women test each other's boundaries."
7405,s7406,Movie,Veronica,Paco Plaza,"['sandra escacena', 'claudia placer', 'bruna gonzález']",['spain'],"February 25, 2018",2017,3,105 min,"Horror Movies, International Movies, Thrillers","In 1991 Madrid, after holding a séance at school, a teen girl minding her younger siblings at home suspects an evil force has entered their apartment."
7406,s7407,TV Show,Versailles,,"['george blagden', 'alexander vlahos', 'tygh runyan']","['france', 'canada']","March 29, 2019",2018,3,3 Seasons,"International TV Shows, TV Dramas",King Louis XIV of France commissions a lavish palace that becomes a fierce battleground for love and politics – and a gilded prison for nobility.
7407,s7408,Movie,Verses of Love,Hanung Bramantyo,"['fedi nuril', 'rianti cartwright', 'carissa putri']",['indonesia'],"March 27, 2019",2008,3,126 min,"Dramas, International Movies, Romantic Movies","Polygamy, piety and personal principles collide for a charming and congenial young university student struggling in a four-way love triangle."
7408,s7409,Movie,Verses of Love 2,Guntur Soeharjanto,"['fedi nuril', 'tatjana saphira', 'dewi sandra']",['indonesia'],"October 18, 2019",2017,3,127 min,"Dramas, Faith & Spirituality, International Movies","Now a lecturer in Edinburgh, Fahri tries to begin a new chapter as the love of his life, Aisha, volunteers in the Gaza Strip. Have they moved on?"
7409,s7410,Movie,Very Big Shot,Mir-Jean Bou Chaaya,"['alain saadeh', 'fouad yammine', 'tarek yaacoub']","['other', 'other']","January 12, 2017",2015,3,109 min,"Comedies, Dramas, International Movies","When three brothers struggling to go straight become targets of a criminal underworld, they use the making of a movie as a front to transport drugs."
7410,s7411,Movie,Vettai,N. Linguswamy,"['arya', 'madhavan', 'sameera reddy']",['india'],"October 1, 2018",2012,3,156 min,"Action & Adventure, International Movies, Music & Musicals","This powerful Tamil action film follows the shared fate of two very different siblings: policeman Thiru and his roguish brother, Guru."
7411,s7412,TV Show,Vexed,,"['toby stephens', 'miranda raison', 'lucy punch']",['united kingdom'],"August 1, 2017",2012,3,2 Seasons,"British TV Shows, Crime TV Shows, International TV Shows",Charming slacker DI Jack Armstrong and driven professional DI Kate Bishop try to solve crimes together without driving each other crazy.
7412,s7413,Movie,Viceroy's House,Gurinder Chadha,"['hugh bonneville', 'gillian anderson', 'manish dayal']","['united kingdom', 'india', 'other']","December 12, 2017",2017,2,106 min,Dramas,"As viceroy Lord Mountbatten arrives in Delhi to oversee a transfer of power from Britain to India in 1947, war looms between religious factions."
7413,s7414,TV Show,Victim Number 8,,"['césar mateo', 'maría de nati', 'verónika moral']",['spain'],"August 16, 2019",2018,3,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",No one can be trusted after a terrorist bombing in Bilbao kills seven and destroys the lives of the suspected jihadi and everyone around him.
7414,s7415,Movie,Victim of Beauty,Roger Young,"['william devane', 'jeri ryan', 'michele abrams']",['united states'],"October 1, 2011",1991,3,93 min,"Dramas, Thrillers",A beauty pageant winner is stalked by a serial killer who kidnaps her sister and torments her family in this thriller based on a shocking true story.
7415,s7416,Movie,Victor,Brandon Dickerson,"['patrick davis', 'lisa vidal', 'josh pence']",['united states'],"July 24, 2017",2015,3,110 min,Dramas,"In 1962 Brooklyn, a Puerto Rican teen who joins a gang is seduced by violence and heroin. But can his mother's love and faith in God save him?"
7416,s7417,TV Show,Victorious,,"['victoria justice', 'leon thomas iii', 'matt bennett']",['united states'],"November 2, 2019",2013,2,3 Seasons,"Kids' TV, TV Comedies","When aspiring singer Tori Vega joins the eccentric students at Hollywood Arts High, she struggles to fit in with the amazingly talented teens."
7417,s7418,TV Show,Vientos de agua,,"['ernesto alterio', 'eduardo blanco', 'héctor alterio']","['argentina', 'spain']","November 1, 2019",2006,3,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","José Olaya, a Spanish miner, emigrates to Argentina in 1934, while his son, an architect, moves to Spain after Argentina's economic collapse in 2001."
7418,s7419,Movie,Viking Destiny,David L.G. Hughes,"['anna demetriou', 'timo nieminen', 'will mellor']","['united kingdom', 'belgium']","February 2, 2019",2018,3,91 min,"Action & Adventure, Sci-Fi & Fantasy","Framed for her father’s murder, an exiled Viking princess is guided by the god Odin as she prepares to return to her kingdom and reclaim the throne."
7419,s7420,Movie,Vikings Unearthed,Harvey Lilley,['eric meyers'],['united states'],"March 1, 2017",2016,3,113 min,Documentaries,Archaeologist Sarah Parcak follows clues to early Viking explorations and discusses just what these notoriously fierce warriors were really like.
7420,s7421,Movie,Villain,Philip Barantini,"['craig fairbrass', 'george russo', 'robert glenister']",['united kingdom'],"September 5, 2020",2020,3,97 min,Dramas,"Fresh out of prison, an ex-con tries to save his debt-ridden brother and the family pub until local mobsters draw him back to a criminal underworld."
7421,s7422,Movie,Vince and Kath and James,Theodore Boborol,"['julia barretto', 'joshua garcia', 'ronnie alonte']",['philippines'],"March 21, 2019",2016,3,115 min,"International Movies, Romantic Movies","Love can be complicated, especially when Vince agrees to secretly woo Kath via text on behalf of James – while falling for her, too."
7422,s7423,Movie,Vincent N Roxxy,Gary Michael Schultz,"['emile hirsch', 'zoë kravitz', 'emory cohen']",['united states'],"September 2, 2017",2016,3,101 min,"Dramas, Thrillers","In rural Louisiana, a terse loner forges a redemptive bond with a woman he saved from a killer, but a violent past soon catches up with both of them."
7423,s7424,TV Show,Violet Evergarden,,"['yui ishikawa', 'takehito koyasu', 'daisuke namikawa']",['japan'],"February 5, 2019",2018,3,1 Season,"Anime Series, International TV Shows, Romantic TV Shows","The war is over, and Violet Evergarden needs a job. Scarred and emotionless, she takes a job as a letter writer to understand herself and her past."
7424,s7425,Movie,Violet Evergarden: Eternity and the Auto Memory Doll,Haruka Fujita,"['yui ishikawa', 'minako kotobuki', 'aoi yuki']",['japan'],"April 2, 2020",2019,3,91 min,"Anime Features, International Movies, Sci-Fi & Fantasy",A lonely young woman feels trapped at her all girls' school. But metal hands and heartfelt letters warm her heart when Violet becomes her tutor.
7425,s7426,TV Show,Violet Evergarden: Special,,"['yui ishikawa', 'takehito koyasu', 'daisuke namikawa']",[],"October 4, 2018",2018,3,1 Season,"Anime Series, International TV Shows, Romantic TV Shows","Auto Memory Doll Violet Evergarden writes letters for people who can’t, learning about her war-torn country and her own hardened heart along the way."
7426,s7427,Movie,Vir Das: Abroad Understanding,Marcus Raboy,['vir das'],['united states'],"April 25, 2017",2017,3,66 min,Stand-Up Comedy,"Comedian Vir Das tackles nationalism, globalism, good food and bad politics in two cleverly crosscut performances in New York and New Delhi."
7427,s7428,Movie,Vir Das: For India,"Vir Das, Ajay Bhuyan",['vir das'],['india'],"January 26, 2020",2020,3,76 min,Stand-Up Comedy,"From the Vedas to Vasco da Gama to vacuous Bollywood plotlines, comedian Vir Das celebrates the history of India with his one-of-a-kind perspective."
7428,s7429,Movie,Vir Das: Losing It,Marcus Raboy,['vir das'],['united states'],"December 11, 2018",2018,3,68 min,Stand-Up Comedy,"The world's got a lot of problems, but Vir Das has a lot of answers as he discusses travel, religion, his childhood and more in this stand-up special."
7429,s7430,Movie,Vir Das: Outside In - The Lockdown Special,Vir Das,['vir das'],['india'],"December 16, 2020",2020,3,50 min,Stand-Up Comedy,Stage banter takes on a different — deeper — meaning as the comedian performs online shows to homebound viewers worldwide from his Mumbai residence.
7430,s7431,TV Show,ViR: The Robot Boy,,"['vidit kumar', 'roopa bhimani', 'anubhav saha']",[],"March 31, 2018",2013,1,2 Seasons,Kids' TV,"Humanoid robot boy ViR lives with his inventor, Dr. Prem Sahay, and, with his best friends, is always ready to use his superpowers to save the day."
7431,s7432,TV Show,Virgin River,,"['alexandra breckenridge', 'martin henderson', 'tim matheson']",['united states'],"November 27, 2020",2020,3,2 Seasons,"Romantic TV Shows, TV Dramas","Searching for a fresh start, a nurse practitioner moves from LA to a remote northern California town and is surprised by what – and who – she finds."
7432,s7433,Movie,Virsa,Pankaj Batra,"['arya babbar', 'kanwaljeet singh', 'gulshan grover']","['india', 'other']","January 30, 2019",2010,3,127 min,"Dramas, International Movies, Music & Musicals",A man is disheartened when he visits his well-to-do son and grandkids in Australia and sees they have detached from their traditional Indian morals.
7433,s7434,Movie,Virunga,Orlando von Einsiedel,[],['other'],"November 7, 2014",2014,3,100 min,"Documentaries, International Movies",The Oscar-nominated true story of the rangers risking their lives to save Africa's most precious national park and its endangered gorillas.
7434,s7435,Movie,Virunga: Gorillas in Peril,,[],['united states'],"February 13, 2015",2015,3,29 min,Documentaries,The team behind the searing documentary reveals what inspired them to tell the story of Virunga and the lethal fight to save the gorillas' sanctuary.
7435,s7436,Movie,Viswasapoorvam Mansoor,P.T. Kunju Muhammad,"['roshan mathew', 'asha sarath', 'prayaga martin']",['india'],"July 1, 2018",2017,3,125 min,"Dramas, International Movies","When a mother and her daughter arrive to stay in his home in Kerala, a young Muslim man becomes torn between love, faith and clashing political views."
7436,s7437,Movie,Vitti Dandu,Ganesh Kadam,"['dilip prabhavalkar', 'ashok samarth', 'yatin karyekar']",['india'],"July 15, 2017",2014,3,116 min,"Dramas, International Movies","In a remote village in colonial India, an old man and his grandson display strong differences in their attitudes toward the country's British rulers."
7437,s7438,Movie,Vivah,Sooraj R. Barjatya,"['shahid kapoor', 'amrita rao', 'anupam kher']",['india'],"June 25, 2020",2006,3,166 min,"Dramas, International Movies, Romantic Movies","Set up for an arranged marriage, a young couple enjoys an old-fashioned courtship, until an accident days before their wedding tests their nascent love."
7438,s7439,Movie,Vizontele,"Yılmaz Erdoğan, Ömer Faruk Sorak","['yılmaz erdoğan', 'demet akbağ', 'altan erkekli']",['turkey'],"March 10, 2017",2001,2,106 min,"Comedies, Dramas, International Movies","In 1974, a rural town in Anatolia gets its first television set – an event that's met with both excitement and trepidation by the villagers."
7439,s7440,Movie,Vizontele Tuuba,Yılmaz Erdoğan,"['yılmaz erdoğan', 'tarık akan', 'altan erkekli']",['turkey'],"March 10, 2017",2004,2,106 min,"Comedies, Dramas, International Movies","With civil war looming, a TV-obsessed Turkish town is bemused when a bureaucrat and his daughter arrive to modernize their library."
7440,s7441,Movie,Vodka Diaries,Kushal Srivastava,"['kay kay menon', 'raima sen', 'mandira bedi']",['india'],"December 31, 2019",2018,3,113 min,"Dramas, International Movies, Thrillers","While investigating a series of murders and the nightclub that links them, a detective’s case takes an alarming turn when his wife goes missing."
7441,s7442,TV Show,Voice,,"['jang hyuk', 'lee ha-na', 'baek sung-hyun']",['south korea'],"November 1, 2020",2018,3,2 Seasons,"Crime TV Shows, International TV Shows, Korean TV Shows","A deft detective whose wife is killed by a serial murderer teams up with a rookie cop, a gifted voice profiler dealing with her own father’s murder."
7442,s7443,TV Show,Voices of Fire,,['pharrell williams'],['united states'],"November 20, 2020",2020,3,1 Season,"Docuseries, Reality TV","In this faith-based docuseries, Bishop Ezekiel Williams builds an inspiring, nontraditional gospel choir with the help of superstar nephew Pharrell."
7443,s7444,TV Show,Voltron: Legendary Defender,,"['jeremy shada', 'tyler labine', 'bex taylor-klaus']",['united states'],"December 14, 2018",2018,1,8 Seasons,Kids' TV,"In an all-new series, five unlikely heroes and their flying robot lions unite to form the megapowerful Voltron and defend the universe from evil."
7444,s7445,Movie,Voulez-vous rire avec moi ce soir?,Yacine Belhousse,"['gad elmaleh', 'eddie izzard', 'bill burr']",['france'],"March 1, 2020",2018,3,93 min,"Documentaries, International Movies",French humorist Yacine Belhousse tours the world to explore how stand-up comedians make audiences laugh across cultures.
7445,s7446,Movie,Voyeur,"Myles Kane, Josh Koury",['gay talese'],['united states'],"December 1, 2017",2017,3,96 min,Documentaries,Legendary journalist Gay Talese unmasks a motel owner who spied on his guests for decades. But his bombshell story soon becomes a scandal of its own.
7446,s7447,TV Show,Vroomiz,,"['joon-seok song', 'jeong-hwa yang', 'sang-hyun um']",['south korea']," August 1, 2017",2016,1,3 Seasons,"Kids' TV, Korean TV Shows","For these half-car, half-animal friends, each day in Zippy City is a chance to have fun, be creative and use teamwork to solve difficult problems."
7447,s7448,Movie,VS.,Ed Lilly,"['connor swindells', 'fola evans-akingbola', 'nicholas pinnock']",['united kingdom'],"June 19, 2019",2018,3,99 min,Dramas,"A young man in foster care finds his voice in the underground rap battle scene. But when his mother returns, a lifetime of pain comes with her."
7448,s7449,Movie,W. Kamau Bell: Private School Negro,Shannon Hartman,['w. kamau bell'],['united states'],"June 26, 2018",2018,3,66 min,Stand-Up Comedy,"Comedian W. Kamau Bell muses on parenting in the Trump era, ""free speech"" dustups, woke children's TV and his fear of going off the grid."
7449,s7450,Movie,W.E.,Madonna,"['abbie cornish', 'andrea riseborough', ""james d'arcy""]",['united kingdom'],"March 3, 2020",2011,3,119 min,"Dramas, Romantic Movies","This glossy ensemble drama juxtaposes the lives of famous divorcée Wallis Simpson and Wally Winthrop, a young 1990s housewife."
7450,s7451,TV Show,W/ Bob & David,,"['david cross', 'bob odenkirk', 'john ennis']",['united states'],"November 13, 2015",2015,3,1 Season,TV Comedies,"After being dishonorably discharged from the Navy Seals, Bob and David are back serving our country the way they do best – making sketch comedy."
7451,s7452,Movie,W/O Ram,Vijay Yelakanti,"['lakshmi manchu', 'aadarsh balakrishna', 'priyadarshi pullikonda']",['india'],"October 26, 2018",2018,3,115 min,"Dramas, International Movies, Thrillers","Frustrated with the stalled investigation into her husband's murder, a woman searches for the killer on her own, putting herself in grave danger."
7452,s7453,TV Show,W1A,,"['hugh bonneville', 'monica dolan', 'jessica hynes']",['united kingdom'],"October 24, 2017",2017,3,3 Seasons,"British TV Shows, TV Comedies","The new Head of Values at the BBC deals with redefining the company's purpose, events like the arrival of Prince Charles and issues with new programs."
7453,s7454,Movie,Waar,Bilal Lashari,"['shaan shahid', 'shamoon abbasi', 'ayesha khan']",['other'],"July 1, 2017",2013,3,130 min,"Action & Adventure, International Movies","When Pakistani authorities learn of a looming terrorist strike, they ask a retired intelligence officer to counter the attack before it's too late."
7454,s7455,Movie,Waarrior Savitri,Param Gill,"['niharica raizada', 'rajat barmecha', 'lucy pinder']",['india'],"November 1, 2017",2016,3,120 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","In a modern adaptation of a mythological tale, a devoted wife is willing to do whatever it takes to rescue her husband from the clutches of death."
7455,s7456,TV Show,Wadi,,"['syafie naswip', 'ardell aryana', 'naim daniel']",[],"December 29, 2017",2015,3,1 Season,"International TV Shows, TV Dramas","After the death of his father, a passive and good-natured teenager named Wadi struggles with family, work and love."
7456,s7457,Movie,Wadjda,Haifaa Al-Mansour,"['reem abdullah', 'waad mohammed', 'abdullrahman al gohani']","['other', 'other', 'germany']","May 19, 2020",2012,3,93 min,"Dramas, International Movies, Sports Movies",A persistent 10-year-old wishes for a new bicycle so she can beat her friend (a boy) in a race. But it's going to take some ingenuity to get one.
7457,s7458,TV Show,"Wait, My Youth",,"['zhao yiqin', 'li jiaqi', 'li geyang']",['china'],"October 27, 2019",2019,3,1 Season,"International TV Shows, Romantic TV Shows, Teen TV Shows","Six hopeful friends journey into adulthood to create the moments that pull them together, draw them apart and make them fall in love."
7458,s7459,Movie,Waiting,Anu Menon,"['naseeruddin shah', 'kalki koechlin', 'rajat kapoor']",['india'],"May 1, 2018",2015,3,94 min,"Dramas, International Movies","While visiting his comatose wife in the hospital, a serene old professor befriends a vibrant young woman whose husband has also fallen into a coma."
7459,s7460,Movie,"Waiting for ""Superman""",Davis Guggenheim,[],['united states'],"September 7, 2020",2010,3,111 min,Documentaries,"This dynamic documentary weaves together stories about students, educators and reformers to shed light on America's failing public school system."
7460,s7461,Movie,Waiting...,Rob McKittrick,"['ryan reynolds', 'anna faris', 'justin long']",['united states'],"September 23, 2020",2005,3,94 min,"Comedies, Independent Movies",Employees turn up the antics during an eight-hour shift at the restaurant Shenaniganz when new opportunities call and boredom gets the best of them.
7461,s7462,TV Show,Wake Up,,"['jag huang', 'chris wu', 'tiffany hsu']",[],"March 31, 2018",2017,3,2 Seasons,"International TV Shows, TV Dramas","After taking the blame for a patient death, an anesthesiologist battling psychiatric trauma fights to stay afloat in the corrupt hospital system."
7462,s7463,Movie,Wake Up Sid,Ayaan Mukherji,"['ranbir kapoor', 'konkona sen sharma', 'shruti bapna']",['india'],"October 1, 2018",2009,3,132 min,"Comedies, International Movies, Romantic Movies",A spoiled trust fund brat finds himself stuck in a rut of meaningless late-night parties – until he meets a significantly older woman and writer.
7463,s7464,Movie,Wakefield,Robin Swicord,"['bryan cranston', 'jennifer garner', ""jason o'mara""]",['united states'],"March 2, 2019",2016,3,109 min,Dramas,"An unhappy father and lawyer quits his suburban life and vanishes into the attic above his garage, where he watches his family move on without him."
7464,s7465,TV Show,Wakfu,,"['fanny bloc', 'jules de jongh', 'patrick béthune']",['france'],"April 6, 2018",2017,3,3 Seasons,Kids' TV,"Yugo, a 12-year-old Eliatrope with special powers, sets out on a mission to find his true family and uncover the mysteries of Wakfu."
7465,s7466,TV Show,Wakfu: The Quest for the Six Eliatrope Dofus,,"['fanny bloc', 'jules de jongh', 'patrick béthune']",[],"October 1, 2015",2014,3,1 Season,Kids' TV,"Six years after Yugo and his team defeat Qilby, Ogrest's crying floods Amalia's kingdom. To stop him, they must find the six missing Eliatrope Dofus."
7466,s7467,Movie,Walk Away from Love,Christopher Nolen,"['noree victoria', 'brad james', 'robert christopher riley']",['united states'],"October 6, 2020",2017,3,81 min,"Dramas, Romantic Movies","Heartbroken from her last relationship, an attorney is wary of falling in love again. But crossing paths with an ex upends her plans to finally move on."
7467,s7468,Movie,Walk with Me,"Marc Francis, Max Pugh","['benedict cumberbatch', 'thich nhat hanh']",['united kingdom'],"December 26, 2017",2017,3,94 min,Documentaries,A community of monks in France led by Zen Buddhist master Thich Nhat Hanh offers an intimate glimpse into mindfulness practice and the monastic life.
7468,s7469,Movie,Walk. Ride. Rodeo.,Conor Allyn,"['spencer locke', 'missi pyle', 'sherri shepherd']",['united states'],"March 8, 2019",2019,3,100 min,"Children & Family Movies, Dramas","In the wake of an accident that leaves her paralyzed, a champion rodeo rider vows to get back on her horse and compete again. Based on a true story."
7469,s7470,Movie,Walking Out,"Alex Smith, Andrew J. Smith","['matt bomer', 'josh wiggins', 'bill pullman']",['united states'],"October 1, 2019",2017,3,96 min,"Dramas, Independent Movies, Thrillers","A suburban teen goes hunting with his estranged father. When a mishap with a bear occurs, he must his use his survival skills to save them both."
7470,s7471,Movie,Walt Disney Animation Studios Short Films Collection,"Chris Buck, Jennifer Lee, Patrick Osborne, Lauren MacMullan, John Kahrs, Nathan Greno, Byron Howard, Stevie Wermers, Dean Wellins, Kevin Deters, Roger Allers, Mike Gabriel, Mark Henn","['kristen bell', 'josh gad', 'jonathan groff']",['united states'],"October 25, 2015",2015,1,90 min,Children & Family Movies,"This collection of 12 short films from Disney includes ""Frozen Fever,"" the Mickey Mouse short ""Get a Horse!"" and Oscar winners ""Paperman"" and ""Feast."""
7471,s7472,Movie,Wanda Sykes: Not Normal,Linda Mendoza,['wanda sykes'],['united states'],"May 21, 2019",2019,3,66 min,Stand-Up Comedy,"Wanda Sykes tackles politics, reality TV, racism and the secret she'd take to the grave in this rollicking, no-holds-barred stand-up special."
7472,s7473,Movie,Wandering Stars,"Syrine Boulanouar, Nekfeu",['nekfeu'],['france'],"December 1, 2019",2019,3,95 min,"Documentaries, International Movies, Music & Musicals","Navigating creative pressures and personal upsets, French rapper Nekfeu sets out on a global quest for musical inspiration in this documentary."
7473,s7474,TV Show,Wanderlust,,"['toni collette', 'steven mackintosh', 'zawe ashton']",['united kingdom'],"October 19, 2018",2018,3,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows","Unable to revive their fading sex life after many years of marriage, a therapist and her husband decide to start dating other people."
7474,s7475,TV Show,Wanted,,"['rebecca gibney', 'geraldine hakewill', 'stephen peacocke']",['australia'],"December 13, 2018",2018,3,3 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",Polar-opposite strangers Lola and Chelsea become partners on the run when they witness a murder involving dirty cops and are framed for the crime.
7475,s7476,Movie,War,Philip G. Atwell,"['jet li', 'jason statham', 'john lone']","['united states', 'canada']","April 1, 2019",2007,3,103 min,Action & Adventure,"When his partner is killed and all clues point to a notorious assassin, FBI agent Jack Crawford sets out for revenge in this taut action-thriller."
7476,s7477,Movie,War Against Women,Hernán Zin,[],"['united states', 'spain']","July 1, 2019",2013,3,61 min,"Documentaries, International Movies","Filmed over three years in 10 countries, this documentary gives voice to the women who have become victims of sexual violence as weapons of war."
7477,s7478,Movie,War Chhod Na Yaar,Faraz Haider,"['sharman joshi', 'soha ali khan', 'javed jaffrey']",['india'],"March 2, 2019",2013,3,109 min,"Comedies, Dramas, International Movies","Set in an India-Pakistan border post, this satirical but thought-provoking comedy about war deals with serious events in a humorous manner."
7478,s7479,Movie,War Horse,Steven Spielberg,"['emily watson', 'david thewlis', 'peter mullan']","['united states', 'india']","May 6, 2019",2011,3,147 min,Dramas,"During World War I, the bond between a young Englishman and his loyal horse, Joey, is tested when Joey is sold to the cavalry and sent to France."
7479,s7480,Movie,War Machine,David Michôd,"['brad pitt', 'topher grace', 'emory cohen']",['united states'],"May 26, 2017",2017,3,123 min,"Comedies, Dramas","When a proud general is tasked with winning an unpopular war, he takes the challenge head-on, not knowing that hubris may be his own worst enemy."
7480,s7481,Movie,War on Everyone,John Michael McDonagh,"['alexander skarsgård', 'michael peña', 'theo james']",['united kingdom'],"December 3, 2019",2016,3,98 min,"Action & Adventure, Comedies","Terry and Bob excel at blackmailing small-time crooks. But when the two cops target a big score, they learn not all criminals are easily intimidated."
7481,s7482,Movie,Warda,Hadi El Bagoury,"['nada al alfi', 'bassel el kadi', 'samira maqroun']",['egypt'],"April 18, 2019",2014,3,73 min,"Horror Movies, Independent Movies, International Movies","When an aspiring documentarian returns to his hometown to investigate paranormal happenings, his girlfriend's mental health takes a troubling turn."
7482,s7483,Movie,Warehoused,Jack Zagha Kababie,"['josé carlos ruiz', 'hoze meléndez']",['mexico'],"November 1, 2017",2015,3,92 min,"Comedies, Dramas, International Movies",A soon-to-be-retiring Mr. Lino teaches 20-something Nin the strict rules of his new warehouse job in this dramedy about the absurdities of work life.
7483,s7484,TV Show,Warrior,,"['dar salim', 'danica curcic', 'lars ranthe']",['other'],"November 13, 2018",2018,3,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",A war veteran plagued by guilt over his final mission teams up with his best friend's widow to infiltrate a dangerous Copenhagen biker gang.
7484,s7485,TV Show,Warrior Nun,,"['alba baptista', 'toya turner', 'lorena andrea']",['united states'],"July 2, 2020",2020,3,1 Season,"TV Action & Adventure, TV Mysteries, TV Sci-Fi & Fantasy","After waking up in a morgue, an orphaned teen discovers she now possesses superpowers as the chosen Halo-Bearer for a secret sect of demon-hunting nuns."
7485,s7486,TV Show,Wartime Portraits,,[],['other'],"September 15, 2016",2014,3,1 Season,"Docuseries, International TV Shows","Part live-action and part animation, this visually inventive series offers striking portrayals of some of the unsung heroes of World War II."
7486,s7487,TV Show,Was It Love?,,"['song ji-hyo', 'son ho-jun', 'song jong-ho']",['south korea'],"July 9, 2020",2020,3,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","When four very different men appear in her life, a single mother who hasn't dated in years begins to rediscover love — and herself."
7487,s7488,Movie,Wasp Network,Olivier Assayas,"['penélope cruz', 'edgar ramírez', 'wagner moura']","['france', 'brazil', 'spain']","June 19, 2020",2020,3,128 min,"Dramas, International Movies, Thrillers","Based on a true and gripping story: Cuban spies infiltrate exile groups in the 1990s to stop terrorism against the island, but at a high personal cost."
7488,s7489,TV Show,Wassup Man GO!,,['joon park'],[],"March 27, 2020",2020,3,1 Season,"International TV Shows, Korean TV Shows, Reality TV","Famously unfiltered star Joon Park goes to Los Angeles for an audition – and for a colorful, totally personal romp through the city he calls home."
7489,s7490,Movie,Watchman,A. L. Vijay,"['g.v. prakash kumar', 'samyuktha hegde', 'suman']",['india'],"September 4, 2019",2019,3,93 min,"Comedies, Dramas, International Movies","Rushing to pay off a loan shark, a young man breaks into a bungalow to steal the cash, unprepared for the dog standing guard – or the trouble inside."
7490,s7491,Movie,Water & Power: A California Heist,Marina Zenovich,[],['united states'],"February 1, 2018",2017,3,78 min,Documentaries,California residents and farmers face powerful barons in the struggle to secure water rights in this fresh historical account of profit and interests.
7491,s7492,Movie,Waterschool,Tiffanie Hsu,[],"['united states', 'brazil', 'india']","July 25, 2018",2018,2,68 min,Documentaries,"Six young women, who each live near one of Earth's major rivers, share how the Waterschool environmental education program has impacted their lives."
7492,s7493,TV Show,Watership Down,Noam Murro,"['james mcavoy', 'nicholas hoult', 'john boyega']","['united kingdom', 'other', 'united states']","December 23, 2018",2018,3,1 Season,"British TV Shows, International TV Shows, TV Action & Adventure",A warren of rabbits battles many threats on their daring journey to find a new home in this adaptation of the classic novel by Richard Adams.
7493,s7494,TV Show,Way Back into Love,,"['june tsai', 'ray chang', 'lung shao-hua']",['taiwan'],"December 24, 2018",2011,3,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","After years in the U.S., a Taiwanese immigrant returns to her hometown with a young daughter in tow to assist her father with his bed-and-breakfast."
7494,s7495,Movie,Wazir,Bejoy Nambiar,"['amitabh bachchan', 'farhan akhtar', 'aditi rao hydari']",['india'],"August 1, 2019",2016,3,98 min,"Dramas, International Movies, Thrillers","Helping an amputee grandmaster settle the score for his tragic past, a grieving detective unravels a conspiracy more complicated than he imagined."
7495,s7496,Movie,We Are All For The Fatherland,,[],"['other', 'canada', 'france']","November 11, 2020",1979,3,74 min,"Documentaries, International Movies","After the 1978 Israeli invasion of Lebanon, children try to sing the national anthem as citizens search for hope in the war-torn South."
7496,s7497,Movie,We Are Family,Sidharth Malhotra,"['kajol', 'kareena kapoor', 'arjun rampal']","['india', 'australia']","October 1, 2018",2010,3,119 min,"Dramas, International Movies",A divorced mother of three children runs a happy household – until her former husband brings his new career-oriented girlfriend into the picture.
7497,s7498,Movie,We Are Legends,Daniel Yee Heng Chan,"['lam yiu-sing', 'ma chi wai', 'wiyona yeung']",['hong kong'],"June 1, 2019",2019,3,109 min,"Action & Adventure, International Movies, Sports Movies","Raised in a boxing gym, two orphaned brothers become highly skilled martial artists and must combat threats in the streets and the ring."
7498,s7499,Movie,We Are One,Stéphane de Freitas,[],['france'],"July 14, 2020",2020,3,86 min,"Documentaries, International Movies, Music & Musicals","Activists around the world fight injustice and drive social change in this documentary that follows their participation in the music video ""Solidarité."""
7499,s7500,TV Show,We Are the Champions,,[],['united states'],"November 17, 2020",2020,3,1 Season,"Docuseries, Reality TV","Explore an array of unique competitions, from the quirky to the bizarre, and meet their passionate communities in this docuseries."
